song,notes
bitter_sweet_symphony_tdc,3 3 4 b7 b7 b7 6 6 5 6 4 4 3 3 4 4 4 b7 b7 b7 b7 6 6 6 6 5 6 4 4 4 3 3 4 4 b7 b7 1 b7 6 6 6 3 4 4 3 3 4 4 4 4 b7 b7 b7 b7 6 6 6 5 6 5 5 5 5 5 5 5 5 4 3 5 5 5 b7 3 3 3 4 4 4 b7 3 3 4 4 4 4 b7 5 b7 5 b7 5 5 b7 b7 b7 b7 6 6 6 5 b7 5 4 5 4 5 b3 1 3 4 4 3 3 4 4 4 b7 b7 b7 6 6 6 5 6 4 4 4 3 3 4 4 b7 b7 b7 b7 b7 6 6 5 6 4 4 4 3 3 3 4 4 4 b7 b7 b7 6 6 6 6 6 4 4 3 3 3 4 4 4 b7 b7 b7 b7 6 6 6 6 6 5 5 5 5 5 5 5 5 4 b3 5 5 5 b7 3 3 3 4 4 4 b7 3 3 4 4 4 4 b7 5 b7 5 b7 5 5 b7 b7 b7 b7 6 6 6 5 b7 5 4 5 4 5 b3 1 5 5 5 5 5 5 5 4 5 5 b3 4 4 3 3 4 b7 b7 b7 6 6 6 5 6 4 4 3 3 4 4 4 b7 b7 b7 6 6 6 6 5 6 4 3 4 3 3 4 4 b7 b7 1 b7 6 6 5 6 3 4 4 3 3 4 4 4 4 b7 b7 b7 b7 6 6 6 5 6 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 b7 3 3 3 4 4 4 b7 3 3 4 4 4 4 b7 5 b7 5 b7 5 5 b7 b7 b7 b7 6 6 6 5 6 5 4 5 4 5 b3 2 5 5 5 5 5 4 5 4 5 b3 5 5 5 5 4 5 4 5 b3 5 5 4 5 5 4 5 4 5 b3 5 5 5 5 5 4 5 4 5 b3 1 1 b7 b3 1 1 b7 b3 1 1 b7 b3 1 1 1 b7 2 1 1 b7 b7 1 1 1 b7 b3 1 b3 1 1 b7 b3 1 1 b7 b3 1 1 b7 b3 1 1 b7 b3 1 1 1 1 b7 b3 1 b7 1 1 1 b7 b3 1 b7
paint_it_black_dt,1 2 3 4 3 2 1 1 7 1 2 1 7 1 2 3 4 3 2 1 1 7 1 2 1 7 1 7 7 3 3 4 4 5 5 5 4 3 5 1 7 7 3 3 4 4 5 5 5 4 3 5 1 2 3 4 3 2 1 1 7 1 2 1 7 1 2 3 4 3 2 1 1 7 1 2 1 7 1 7 7 7 3 3 4 4 5 5 5 4 3 5 1 1 7 7 3 3 4 4 5 5 5 4 3 5 1 2 3 4 3 2 1 1 7 1 2 1 7 1 2 3 4 3 2 1 1 7 1 2 1 7 1 1 7 7 3 3 4 4 5 5 5 5 4 3 5 5 1 7 7 3 3 4 4 5 5 5 4 3 5 1 2 3 4 3 2 1 1 7 1 2 1 7 1 2 3 4 3 2 1 1 7 1 2 1 7 1 7 7 3 3 4 4 5 5 5 4 3 5 1 7 7 3 3 4 4 5 5 5 4 3 5 1 2 3 4 3 2 1 1 7 1 2 1 7 1 2 3 4 3 2 1 1 7 1 2 1 7 1 7 7 3 3 4 4 5 5 5 4 3 5 1 7 7 3 3 4 4 5 5 5 4 3 5 1 2 3 4 3 2 1 1 7 1 2 1 7 1 2 3 4 3 2 1 1 7 1 2 1 7 1 2 3 4 3 2 1 1 7 1 2 1 7 1 2 3 4 3 2 1 1 7 1 2 1 7 5 1 1 1 7 1 5 1 1 1 1 5 5 5 1 1 5 1 1 1 7 1 1 1 7 5 5 5 5 1 7 1 7 1 5 1 5 1 5 1 1 7 1 1 2 3 4 3 2 1 1 7 1 2 1 7 1 2 3 4 3 2 1 1 7 1 2 1 7 1 2 3 4 3 2 1 1 7 1 2 1 7 1 2 3 4 3 2 1 1 7 1 2 1 7 1 2 3 4 3 2 1 1 7 1 2 1 7 1 2 3 4 3 2 1 1 7 1 2 1 7 1 2 3 4 3 2 1 1 7 1 2 1 7
lose_yourself_dt,1 6 1 5 3 1 7 5 1 3 1 1 3 1 1 3 1 1 3 1 1 1 1 3 3 1 1 3 1 1 1 1 3 3 1 3 1 1 3 1 3 1 1 1 3 1 1 1 3 1 1 3 1 3 1 7 5 1 3 1 1 3 1 1 3 1 1 3 1 1 1 1 3 3 1 1 3 1 1 1 1 3 3 1 3 1 1 3 1 3 1 1 1 3 1 1 1 3 1 1 3 1 3 1 7 1 5 3 1 7 5 1 3 1 1 3 1 1 3 1 1 3 1 1 1 1 3 3 1 1 3 1 1 1 1 3 3 1 3 1 1 3 1 3 1 1 1 3 1 1 1 3 1 1 3 1 3 1 7 5 1 3 1 1 3 1 1 3 1 1 3 1 1 1 1 3 3 1 1 3 1 1 1 1 3 3 1 3 1 1 3 1 3 1 1 1 3 1 1 1 3 1 1 3 1 3 1 7 2 3 3 1 7 5 1 3 1 1 3 1 1 3 1 1 3 1 1 1 1 3 3 1 1 3 1 1 1 1 3 3 1 3 1 1 3 1 3 1 1 1 3 1 1 1 3 1 1 3 1 3 1 7 5 1 3 1 1 3 1 1 3 1 1 3 1 1 1 1 3 3 1 1 3 1 1 1 1 3 3 1 3 1 1 3 1 3 1 1 1 3 1 1 1 3 1 1 3 1 3 1 7 1 4
love_will_tear_us_apart_dt,1 2 2 2 2 1 1 3 6 6 5 1 1 2 2 2 2 1 1 3 6 1 5 1 1 2 2 2 2 1 1 3 6 5 1 2 3 4 3 2 1 6 1 5 2 3 4 3 2 1 6 1 5 3 2 2 1 2 2 2 2 1 1 3 6 6 5 2 1 2 2 2 2 1 1 3 6 6 5 2 1 2 2 2 2 1 1 b3 6 6 5 2 3 4 3 2 1 6 1 5 2 3 4 3 2 1 6 1 5 1 5 1 2 1 2 2 2 2 1 1 3 6 6 5 2 1 2 2 2 2 2 1 1 3 6 6 5 2 1 2 2 2 2 2 1 3 6 6 5 1 2 3 4 3 2 1 6 1 5 2 3 4 3 2 1 6 1 5 2 3 4 3 2 1 6 1 5 2 3 4 3 2 1 6 1 5 2 0
louie_louie_tdc,3 3 3 4 5 b3 4 b3 1 1 b3 1 1 1 1 b7 5 4 b3 1 1 3 3 3 4 5 b3 4 5 1 b3 1 1 1 1 b3 2 1 2 1 b7 1 1 1 1 1 1 1 3 4 b3 5 b3 4 1 b3 2 1 2 1 1 b7 1 1 1 1 b3 b3 1 1 2 1 1 b7 1 1 1 1 3 3 3 4 1 b7 5 4 1 b3 1 b3 1 1 1 5 b3 4 1 2 1 3 3 3 4 5 b3 4 5 1 b3 1 b3 1 1 1 1 b3 1 2 1 b7 1 1 1 1 1 1 b3 4 b3 5 5 4 1 b3 2 1 2 1 b7 1 1 1 1 b3 2 1 2 1 b7 1 1 1 b7 1 3 3 3 4 5 b3 4 b3 1 1 b3 1 b3 1 1 1 1 b7 5 4 b3 1 1 3 3 3 4 5 b3 4 5 1 b3 1 b3 1 1 1 1 6 1 b3 1 b3 2 1 2 1 b7 1 1 1 1 1 1 1 b3 4 b3 5 5 4 b3 1 b3 2 1 2 1 b7 1 1 1 1 b3 b3 1 2 1 1 b7 1 1 1 1 1 3 3 3 4 5 b3 4 1 b3 1 b3 1 1 1 1 b7 5 4 b3 1 1 3 3 3 4 5 b3 4 5 1 b3 1 b3 1 1 1 1 1 1 b3 1 1 b3 1 2 5 5
mr_tambourine_man_byrds_dt,1 1 7 6 5 5 5 5 4 5 5 6 5 3 1 3 3 5 5 5 6 5 5 6 5 4 3 3 2 2 1 1 7 6 5 5 5 5 4 5 6 5 3 1 3 3 5 5 5 6 5 3 4 3 2 1 2 2 3 2 1 1 6 1 1 7 6 5 5 4 5 6 5 3 1 3 5 5 6 5 3 2 1 4 5 5 6 5 3 1 4 5 5 6 5 3 1 3 5 5 6 5 5 6 5 4 3 3 2 2 1 1 1 1 7 6 5 5 4 4 5 6 5 3 1 3 5 5 6 5 3 1 3 5 5 6 5 3 2 1 1 7 6 5 4 3 2 2 1 1 7 6 5 5 5 5 4 5 5 6 5 3 1 3 3 5 5 5 6 5 5 6 5 4 3 3 2 2 1 1 7 6 5 5 5 5 4 5 5 6 5 3 1 4 4 5 5 5 6 5 3 4 3 2 1 2 2 3 2 1 1 1
i_still_havent_found_what_im_looking_for_dt,3 5 5 3 6 5 5 3 3 5 5 3 6 5 3 3 2 1 2 1 1 3 2 1 2 1 1 3 5 5 3 6 5 3 3 5 5 3 6 5 3 2 1 6 5 3 2 1 3 2 1 2 1 1 1 1 5 4 3 1 6 6 6 1 1 1 1 5 4 3 1 6 6 6 1 1 3 5 5 3 6 5 5 3 3 5 5 3 6 5 3 1 6 5 2 1 1 6 5 5 3 5 3 3 5 5 3 2 1 6 5 4 5 3 b3 1 3 5 5 3 1 6 5 4 5 3 1 1 6 5 3 2 1 1 1 6 5 3 2 1 1 1 5 4 3 1 6 6 6 1 1 1 1 5 4 3 1 6 6 6 1 1 9 3 5 5 3 2 1 6 5 5 3 3 3 5 5 3 2 1 6 5 3 2 1 6 5 3 2 1 1 6 5 5 3 5 3 3 5 3 5 3 2 1 6 5 3 b3 1 3 5 3 5 3 1 6 5 3 6 5 2 1 1 6 5 3 5 2 1 1 1 5 4 3 1 6 6 6 1 1 1 1 5 4 3 1 6 6 6 1 1 1 1 2 3 2 2 1 6 6 6 1 1 1 1 2 3 2 2 1 6 6 6 1 1 8
free_fallin_tdc,3 1 1 1 2 3 3 3 1 1 1 1 1 1 2 1 2 3 1 1 1 1 1 2 3 3 3 1 1 1 1 1 2 1 2 3 1 1 1 1 1 2 3 3 3 3 1 1 1 1 1 2 1 2 3 1 1 1 1 1 1 2 3 3 3 3 1 1 1 1 1 2 1 1 3 3 2 1 1 1 3 2 1 3 2 1 6 5 1 2 3 1 1 1 1 1 2 3 3 3 1 1 1 1 1 1 2 1 2 3 1 1 1 1 1 1 2 3 3 3 3 1 1 1 1 1 1 2 1 1 3 5 3 2 1 1 1 3 2 1 3 2 1 3 3 4 4 4 4 3 2 2 2 3 2 3 4 4 4 4 3 2 2 2 1 2 3 1 1 1 1 2 3 3 3 3 3 1 1 1 1 2 1 2 3 1 1 1 1 2 3 3 3 3 1 1 1 1 2 1 1 3 3 2 1 1 1 3 2 1 3 2 1 3 3 4 4 4 4 3 2 2 1 1 3 2 1 3 2 1 3 4 4 4 4 3 2 2 3 2 1 1 1 3 2 3 2 1 3 2 1
whole_lotta_love_tdc,5 4 b3 b7 1 b7 1 1 b3 1 b7 5 5 5 5 4 b3 1 1 2 3 1 b7 4 5 4 b3 1 b7 5 1 b7 1 b3 b7 5 5 5 4 4 5 4 b3 1 5 5 4 4 5 4 b3 5 b7 b7 b7 b7 b7 b7 1 b7 b7 b7 b7 b7 b7 1 b7 b7 b7 b7 b7 b7 1 b7 b7 b7 b7 b7 b7 1 5 5 5 4 b3 4 b3 4 5 5 4 b3 5 5 5 5 4 4 b3 b3 4 b3 b3 4 4 4 b3 1 b7 b7 b7 4 5 4 5 5 4 b3 b7 5 1 b7 1 1 1 b7 5 5 5 4 4 5 4 b3 5 5 5 5 5 4 4 5 4 b3 7 1 4 5 1 b7 b7 b7 b7 1 1 1 b7 b7 b7 1 b7 b7 b7 b7 b7 b7 1 b7 b7 b7 b7 b7 1 7 5 5 5 4 3 4 4 5 b5 2 3 1 b7 1 4 1 5 5 5 4 4 b3 b3 4 4 5 4 b3 b3 1 b7 1 5 5 4 b3 4 b3 b7 b7 1 b7 1 b7 3 1 b7 1 5 5 4 3 4 3 4 3 5 4 3 1 5 5 5 5 4 b3 b7 5 2 5 4 3 b7 b7 b7 b7 b7 b7 1 b7 b7 b7 b7 b7 1 b7 b7 b7 b7 b7 1 b7 b7 b7 b7 b7 1 5 5 5 5 5 5 4 3 3 3 3 b7 b7 b7 b7 5 4 5 5 5 4 b3 5 4 5 5 5 4 4 b3 4 4 5 5 5 4 4 1 1 1 b7 5 4 b3 b7
should_i_stay_or_should_i_go_tdc,1 1 1 b3 1 b3 b3 1 b7 5 5 b7 5 5 5 5 4 1 1 1 b3 1 b3 b3 1 5 5 b7 5 6 b7 5 4 5 1 1 3 1 b3 b3 1 b3 2 1 5 5 5 1 2 1 1 b3 1 b3 b3 1 b7 5 5 5 5 5 5 5 4 1 1 1 b3 1 b3 b3 1 4 5 b7 5 b7 b7 5 4 1 1 3 1 3 3 1 1 1 4 4 4 b3 5 1 1 1 3 3 4 3 5 1 1 1 3 3 4 3 5 5 4 1 1 1 b3 b3 4 b3 5 1 5 5 b7 5 b7 b7 5 4 5 b7 1 1 3 1 1 b7 1 b7 1 1 3 1 1 b7 1 5 5 5 b7 5 5 5 5 4 1 1 1 3 1 2 b7 5 1 5 b7 5 b7 b7 5 4 1 1 1 b3 1 b3 b3 1 b7 1 2 1 1 4 4 4 b3 5 1 1 1 b3 b3 4 b3 5 1 1 1 3 3 4 3 5 5 4 1 1 1 b3 b3 4 b3 5 1 5 5 b7 5 5 4 5 4 b3 1 1 4 1 3 3 1 b7 1 1 3 3 4 3 5 1 1 1 3 3 4 3 5 5 4 1 1 1 b3 b3 4 b3 5 1 5 5 b7 5 5 4 5 4 5 1 1 3 1 b3 b3 1
blueberry_hill_dt,1 3 5 1 6 6 4 1 6 5 6 5 6 6 5 3 3 2 6 6 6 6 5 1 3 5 1 6 6 4 1 6 5 6 5 6 6 5 3 3 2 6 6 5 b3 2 1 5 2 3 4 5 5 5 5 2 3 4 5 5 4 5 6 7 7 7 7 4 5 6 7 1 3 5 1 6 6 4 1 6 5 6 5 6 6 5 3 3 2 6 6 5 b3 b3 1 5 2 3 4 5 5 5 5 2 3 4 5 5 4 5 6 7 7 7 5 4 5 6 7 1 3 5 1 6 6 4 1 6 5 6 5 6 6 5 3 3 2 6 6 5 b3 b3 1
kashmir_tdc,3 3 3 4 3 2 3 1 1 1 2 6 6 1 6 2 1 3 3 3 4 3 2 3 1 1 1 2 5 6 1 1 6 2 1 3 3 3 4 3 2 3 1 1 1 2 6 7 7 6 2 1 3 3 4 3 2 3 1 1 1 2 6 1 1 6 2 6 3 3 4 3 2 3 1 1 1 2 6 1 1 6 2 1 3 3 3 4 3 2 3 1 1 1 2 6 1 1 6 2 1 3 2 1 2 3 2 3 1 8 9 8 4 4 b7 6 5 b7 6 b7 2 6 5 b7 6 5 5 b7 6 b7 b7 b7 2 b7 6 5 3 b7 6 6 b7 5 5 b7 6 5 6 5 5 5 6 7 2 b7 6 5 7 2 b7 6 5 3 4 b6 5 4 1 b6 5 b6 5 b6 5 4 b6 b6 b6 5 b6 5 4 5 b6 b6 5 b6 5 4 1 b6 5 b6 5 b6 5 b6 5 b6 5 4 b6 5 b6 5 4 4 4 4 5 4 5 4 5 4 b3 4 b3 4 3 3 3 4 3 2 3 1 1 1 2 6 6 1 1 6 2 1 3 3 4 3 2 3 1 1 1 2 6 1 1 6 2 1 3 3 3 4 3 2 3 1 1 1 2 3 6 1 1 6 2 1 3 3 3 4 3 2 3 1 1 1 2 3 6 1 1 6 2 1 6 3 3 3 4 3 2 3 1 1 1 2 6 1 1 6 2 1 3 3 3 4 3 2 3 2 1 1 2 6 1 1 6 2 1 3 2 3 1 2 3 2 3 1 1 4 1 5 4 b6 5 b6 5 4 b6 5 b6 4 5 5 b6 b6 5 4 b6 5 b6 5 4 4 4 5 b6 4 8 b7 b6 5 b6 5 4 b7 b6 5 b6 5 4 4 4 4 5 2 1 2 b7 b6 5 b6 5 4 b7 b6 5 b6 5 4 4 4 4 5 2 1 2 1 2 b7 b6 b6 4 4 b7 b6 b6 5 4 4 4 4 4 4 4 5 2 4 2 5 b6 5 4 b6 b6 4 5 b3 b7 b6 4 4 4 5 2 b6 5 4 4 4 5 2
take_me_to_the_river_tdc,b3 b3 b3 b3 5 b7 b7 b7 b7 1 b7 b7 b7 b7 1 1 b7 b5 4 4 b3 b7 b7 b7 b7 1 1 b7 5 4 4 4 b3 b7 b7 b7 b7 1 1 5 b7 6 4 4 b3 b7 1 b7 1 b6 b7 1 b7 4 b3 b2 1 b2 1 b7 1 b7 1 b5 4 4 b3 b7 1 b3 2 4 b3 2 2 1 4 4 1 b7 b7 b7 b7 1 b7 b7 b7 6 5 b7 1 b7 5 6 b7 b7 b7 b7 b7 1 2 b3 b3 b3 b3 5 b7 b7 b7 b7 1 b7 b7 b7 1 1 b7 b5 4 4 b3 b7 b7 b7 b7 1 1 b7 5 4 4 4 b3 b7 b7 b7 1 1 1 b7 6 4 4 b3 b7 1 b7 1 b6 b7 1 b7 4 b3 b2 1 b2 1 b7 1 b7 4 b5 4 b3 1 b3 1 2 4 4 4 b7 7 2 1 1 1 b3 2 1 1 1 b3 b3 2 1 2 2 b3 4 b3 5 b3 1 5 1 b3 2 2 1 1 6 5 b3 b3 b3 b3 5 b7 b7 b7 b7 1 b7 b7 b7 1 1 b7 b5 4 4 b3 b7 b7 b7 b7 1 1 b7 5 4 4 4 b3 b7 b7 b7 b7 1 1 b7 6 4 4 b3 b7 1 b7 1 b6 b7 1 b7 b7 b2 1 b2 1 b7 1 b7 4 b7 1 b3 4 b3 1 2 4 4 4 b3 b7 1 b7 1 b3 2 2 1 1 b7 b7 1 b7 1 b7 1 1 b3 2 b3 1 1 6 b7 1 b7 1 b7 5 6 b7 1 1 5 4 4 b3 4 1 1 6 5 4 4 b3 4 1 1 4 5 4 4 b3 4 1 1 5 b7 1 1 5 4 4 b3 4 1 1 5 1 1 1 b7 1
hotel_california_dt,5 5 5 4 4 4 5 5 5 4 4 4 5 5 4 4 4 5 5 5 5 4 4 4 3 1 5 5 5 4 3 3 5 3 5 5 4 3 3 4 4 4 4 4 4 3 4 3 5 5 5 5 5 4 4 5 5 5 6 5 5 6 5 5 5 5 5 4 4 4 4 4 4 2 4 4 5 5 5 5 5 5 5 5 4 4 4 3 1 5 5 5 4 3 3 5 1 7 5 4 3 3 4 4 4 4 4 3 4 3 5 5 4 5 7 4 6 6 6 6 6 6 7 6 6 5 5 5 5 5 4 4 4 4 4 4 3 3 3 6 6 6 6 6 6 6 6 7 6 6 5 5 5 5 5 4 4 4 6 6 6 5 5 5 5 5 5 6 5 5 6 5 5 5 5 5 4 4 5 4 4 4 4 4 5 4 5 4 5 5 5 4 4 3 1 4 5 5 4 3 3 5 5 4 3 3 4 4 4 3 5 4 5 5 4 4 5 5 5 5 5 5 6 5 5 5 4 4 5 2 2 4 4 4 4 4 4 4 5 2 5 5 4 4 4 3 1 5 5 5 5 4 3 3 4 5 5 4 3 3 4 4 4 4 3 4 4 4 3 5 5 4 5 7 5 4 5 6 6 6 6 6 6 7 6 6 5 5 5 5 5 4 4 4 4 4 4 3 3 3 3 6 6 6 6 6 6 6 6 7 6 6 5 5 5 5 5 4 4 4 5 6 6 5 5 5 5 5 6 5 6 5 5 5 5 5 4 5 7 7 7 5 4 4 4 5 4 4 5 5 5 5 4 3 3 5 5 5 5 4 3 3 5 5 5 4 4 3 3 4 4 4 4 3 4 3 5 5 3 5 5 5 4 5 5 5 6 5 6 5 3 1 5 5 5 4 5 7 4 4 4 4 4 4 5 5 5 5 5 5 4 3 4 3 1 3 5 4 3 3 5 3 1 3 3 3 1 3 4 4 4 4 4 3 4 3 5 5 5 5 7 5 5 4 0
no_woman_no_cry_dt,1 7 1 7 6 3 4 3 2 1 1 7 2 7 6 3 4 3 2 1 3 3 3 3 5 5 3 3 3 3 3 1 6 3 3 3 3 2 3 7 2 1 3 3 3 3 5 3 4 5 3 1 3 3 3 3 3 3 4 3 2 1 6 3 5 5 5 3 5 5 3 1 3 2 1 3 2 1 2 3 5 5 5 3 4 5 3 5 3 1 3 3 3 4 3 2 1 2 1 7 1 7 6 3 4 3 2 1 3 2 3 3 3 2 3 6 1 2 3 2 3 4 3 2 1 3 3 3 3 5 5 3 3 3 3 3 1 6 3 3 3 3 2 3 7 2 1 2 3 3 3 5 3 5 3 5 3 1 6 2 3 3 3 3 2 2 3 3 1 2 3 3 5 5 3 5 5 3 6 2 5 3 1 2 1 3 2 1 2 3 5 3 4 5 3 5 3 6 2 1 4 3 5 5 1 6 1 2 3 1 1 1 6 5 1 1 3 1 1 1 6 5 1 1 2 1 1 1 6 5 1 1 3 1 1 1 6 5 1 1 2 3 3 3 3 3 2 2 3 2 1 1 1 6 5 1 1 2 3 3 3 3 3 5 5 3 2 1 1 1 6 5 1 1 2 1 1 7 2 7 7 6 3 4 3 2 1 2 3 3 3 3 2 3 2 3 5 6 1 2 3 2 3 4 3 2 1 3 3 2 3 6 1 2 6 1 2 3 3 2 1 3 4 3 2 1 3 3 3 2 3 1 2 3 3 3 3 3 3 3 3 4 4 5 1 3 4 3 2 1 8
jumpin_jack_flash_dt,1 1 3 1 1 3 3 3 3 1 1 1 3 1 1 3 1 1 3 4 3 1 1 5 4 1 1 1 1 1 3 1 1 5 4 7 1 1 1 1 1 1 3 3 3 5 1 1 3 1 1 3 3 3 3 1 1 1 3 1 1 3 4 4 4 4 3 1 1 5 4 1 1 1 1 1 3 1 1 5 4 7 1 1 1 1 1 1 3 3 3 2 1 4 1 1 3 1 1 3 4 3 4 4 3 1 1 3 1 1 3 4 b3 4 4 3 6 4 4 5 1 1 3 4 3 4 4 5 b7 4 4 4 3 5 1 1 3 4 4 4 3 5 1 b7 4 4 4 3 5 4 1 1 1 1 1 3 1 1 5 4 7 1 1 1 1 1 1 3 3 3 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 1 8
lets_get_it_on_dt,3 4 5 4 b3 2 1 2 b3 2 b3 2 2 2 1 6 b3 2 1 b3 4 5 1 5 4 b3 2 1 2 1 6 5 1 6 1 1 1 1 5 1 6 b3 2 1 6 1 b3 2 1 1 2 1 1 1 6 5 6 5 b3 2 6 5 3 5 6 5 3 3 5 6 1 1 7 7 1 7 7 6 5 3 5 1 6 5 b3 2 b3 1 1 2 1 7 7 5 6 6 5 1 1 6 3 5 3 2 1 3 3 2 1 6 1 6 3 5 6 1 2 3 2 1 6 3 2 3 2 3 3 2 2 3 3 3 2 2 1 6 3 2 1 2 3 3 3 6 5 6 5 6 3 5 1 1 1 6 b3 2 2 1 6 3 6 5 6 b3 2 2 1 1 2 5 6 6 1 6 3 b3 2 b3 2 1 6 4 3 2 3 b3 b3 2 1 1 2 5 6 1 6 3 2 2 6 2 3 6 6 5 6 5 6 5 6 5 6 2 1 6 6 6 6 2 2 7 5 5 6 1 1 1 5 4 3 3 2 3 1 1 1 6 5 3 3 2 1 6 6 1 1 6 3 2 3 2 1 2 3 3 6 5 6 1 6 1 6 3 3 5 4 3 3 3 3 1 2 3 3 5 3 3 2 3 2 1 2 3 5 3 2 3 2 1 2 6 5 3 1 7 7 6 5 3 3 1 1 6 3 5 6 3 5 b3 2 1 6 1 6 3 6 6 5 5 4 b3 2 1 3 5 b3 2 1 1 6 6 1 6 3 6 6 3 b3 b3 5 5 b3 2 1 2 1 6 3 6 1 1 6 3 3 2 2 1 2 3 6 6 6 5 6 5 6 5 6 5 6 2 1 6 6 6 2 2 3 4 3 4 3 2 3 2 5 5 3 5 3 3 5 3 2 1 2 6 3 1 6 1 1 2 6 5 3 3 2 2 6 1 2 3 2 3 2 3 2 2 6 3 2 2 6 3 1 6 1 6 3 3 5 4 4 3 3 3 1 2 1 1 1 1 2 1 2 2 1 1 6 5 6 3 2 3 2 3 3 2 1 6 2 1 1 1 2 6 6 3 3 2 2 6 4 3 3 2 3 3 2 2 2 3 1 2 1 2 3 1 3 2 6 6 1 1 2
strawberry_fields_forever_dt,2 2 2 2 2 2 2 2 1 1 1 3 2 1 7 2 1 6 1 1 1 7 6 5 3 1 1 1 1 2 1 7 6 1 1 1 2 1 7 1 1 3 3 4 3 1 5 6 2 1 b7 b7 1 2 5 b7 1 b2 5 5 2 4 5 4 3 2 4 4 1 2 3 2 2 2 2 2 2 2 2 1 1 7 3 2 1 7 2 1 6 1 1 1 7 6 5 3 1 1 1 1 2 1 7 6 1 1 1 2 1 7 1 1 3 3 4 3 1 5 6 2 1 b7 b7 1 2 5 b7 1 b2 5 5 2 4 5 4 3 2 4 4 1 2 3 2 2 2 2 2 2 2 2 1 1 1 7 3 2 1 7 2 1 6 1 1 1 7 6 5 3 1 1 1 1 2 1 7 6 1 1 1 2 1 7 7 1 3 3 4 3 1 5 6 2 1 b7 b7 1 2 5 b7 1 b2 5 5 2 4 5 4 3 2 4 4 1 2 3 1 5
in_my_life_tdc,2 1 2 3 5 3 2 3 2 3 2 1 6 5 3 3 5 6 2 1 2 3 5 3 2 3 2 3 2 1 6 5 3 3 1 2 3 2 2 1 1 6 6 1 3 2 3 4 3 2 1 6 5 3 3 3 1 2 3 2 2 1 1 6 6 1 3 2 5 b3 2 1 2 1 6 5 3 3 5 6 2 1 2 3 5 3 2 3 2 3 2 1 6 5 3 3 5 6 2 1 2 3 5 3 2 3 2 3 2 1 6 5 3 3 1 2 3 2 2 1 1 6 6 1 3 2 3 4 3 2 1 6 5 3 3 5 3 2 2 1 1 6 6 1 3 2 5 b3 2 1 2 1 6 5 3 3 7 6 1 3 2 2 1 1 6 6 1 3 2 3 4 3 2 1 6 5 3 3 5 3 2 2 1 1 6 6 1 3 2 5 b3 2 1 2 1 6 5 3 3 5 b3 2 1 2 1 6 2 4 5 3 4 4 3 2
i_got_you_tdc,b7 1 b7 1 b3 1 b3 4 5 4 b3 4 b7 1 b7 1 b3 1 5 5 4 4 b3 4 b3 5 4 4 5 b3 1 5 1 b7 1 b3 2 1 b3 4 b5 4 b3 4 5 1 b7 1 b3 2 1 5 5 4 4 b3 4 b3 4 5 4 5 5 5 4 b7 1 b7 1 6 1 6 1 1 b3 4 4 b5 4 b3 1 1 b7 5 4 b3 4 b3 b3 1 1 5 5 5 4 5 5 4 2 4 5 7 1 3 2 1 5 1 b7 1 6 5 b3 4 b5 4 b3 4 5 1 b7 1 b3 2 1 5 5 4 4 b3 4 b3 4 5 4 b3 4 5 4 b7 1 b7 1 6 1 6 1 1 b3 4 4 b5 4 b3 1 1 b7 5 4 b3 4 b3 b3 1 1 5 5 5 4 5 5 4 b3 4 5 7 1 3 2 1 b7 1 b7 1 6 5 b3 4 b5 4 b3 4 5 1 b7 1 b3 2 1 5 5 4 b3 4 1 b3 4 b3 4 5 b3 4 4 b3 1 5 1 b7 1 b3 1 b3 4 b5 4 b3 4 1 b3 4 5 5 4 b3 5 5 4 4 1 b3 4 b3 4 5 5 5 4 4 1 b3 4 b3 5 4 b3 5 5 b5 4 b3 1 1 b3 4 b3 5 4 b3 1
